9.241044236941551304e-01,1.412641353837111424e+00
2.081861995695598377e+00,1.829573874916127441e+00
4.293013527076766644e-01,1.497398367914033912e+00
9.382681295058032944e-01,1.574315761626013277e+00
4.459061079068055156e-01,1.620885938438425544e+00
1.367690459368727351e+00,2.287813015715731257e+00
1.408322508235950954e+00,1.755273330848820867e+00
5.034416575178837228e-01,2.626364562362013544e+00
2.921772210208497533e-01,2.050900927911242011e+00
1.085047963063075160e+00,1.059676741036101433e+00
9.218574945354844896e-01,1.163992659670672003e+00
1.440094546124495833e+00,1.444970652360974217e+00
1.991285581516928360e+00,5.851979882773246100e-01
1.248459517667074525e+00,1.053972105839204421e+00
1.637935923729029852e+00,4.409699789074659204e-01
1.078152824950259436e+00,1.605086463668051078e+00
5.078657080018244008e-01,1.992607791429093833e+00
1.339356714559198025e+00,2.003428385353541952e+00
1.729592429337255544e+00,1.010072716812661531e+00
8.511021210552309757e-01,1.398333757114048614e+00
1.623979862981567379e+00,1.925483645487771289e+00
8.951575646456575441e-01,1.196401407372334358e+00
8.510885424167357050e-01,1.207880885421326544e+00
1.131038311217636982e+00,1.434092476154867679e+00
2.279057234248855757e+00,1.246798170106785175e+00
1.105637816485389058e+00,1.729288864547013915e+00
7.734629672150372670e-01,1.315686425438794993e+00
1.256659240580506598e+00,1.887072973508632234e+00
5.919925706266216947e-01,2.185734728643511815e+00
1.073771317049198037e+00,1.584708210551812435e+00
1.673544151967255367e+00,1.830396460863513042e+00
1.779615943087748509e+00,1.586598908215939074e+00
1.240193323312746898e+00,1.658239269639800284e+00
7.521423049067075262e-01,2.107093684492099328e+00
8.623068756794859402e-01,8.698780600587038281e-01
2.278204390469264151e+00,1.431777530243574459e+00
6.604375638350260536e-01,2.426134860056464504e+00
1.085143687787450073e+00,2.031037893892780666e+00
8.352556383262621509e-01,1.375609989372684527e+00
4.057353232618211569e-01,5.455303205823639479e-01
7.617827059686334001e-01,1.460980490734451909e+00
1.648992855093021515e+00,2.713110250610411445e+00
7.340685024526948377e-01,2.004520149884415403e+00
9.478295207570504033e-01,1.423735346948574509e+00
5.094041908513801120e-01,7.605071315647886632e-01
8.607696985997459471e-01,9.034446888496898698e-01
1.248222804661753838e+00,1.148742768100739609e+00
1.875348536873944427e+00,1.576509855640747526e+00
1.332619094628608947e+00,2.068717599346416858e+00
1.509056134518346193e+00,1.481333508956965472e+00
1.204638319166298377e+00,1.439525681399165258e+00
1.788360978027623949e+00,1.891542808343351201e+00
1.432958978953087659e+00,1.899414663541137083e+00
9.777333505723244667e-01,1.755511402333833404e+00
5.438331685148306560e-01,2.173635276127950267e+00
1.295024129432450932e+00,1.591696500385718638e+00
1.549691922897729501e+00,1.495145212819498193e+00
1.122946057542018705e+00,2.094892311040704946e+00
1.307875335354947266e+00,1.042064163519649700e+00
1.469779457889600849e+00,6.474397789062512620e-01
2.077771218617831206e+00,1.414434443899761362e+00
1.272941926723249573e+00,2.628885229278420610e+00
2.325870539557821193e+00,1.557903339983675028e+00
1.562433175289447584e+00,2.045089932652690123e+00
2.091010503235767537e+00,1.434453550285181178e+00
1.317630106962794478e+00,2.112317111140793457e+00
1.384775151288510475e+00,1.877249928644107335e+00
1.554929762976070329e+00,9.325440258542578853e-01
8.205294940904747092e-01,1.793305779184886095e-01
1.119939647891620815e+00,2.169418714165376461e+00
6.953966281604627708e-01,2.116901786709254107e+00
1.749773086486835716e+00,1.472578906680139132e+00
1.246194178117728368e+00,1.541416570429758437e+00
8.194565431104836595e-01,1.358834797684264517e+00
1.226717846710384752e+00,1.805968972819746998e+00
1.645906422808845804e+00,1.128630974256409125e+00
1.662856570541717094e+00,1.111064729750562696e+00
1.165541733511275435e+00,1.684752677835298362e+00
1.238673301479963129e+00,1.436519584779119896e+00
1.384720628941908060e+00,1.223600475772675722e+00
9.236669279220373063e-01,1.397942946104350659e+00
1.730635606198032583e+00,1.449165959820261973e+00
2.202260666440619019e+00,1.607126635875310905e+00
-2.371993090702715357e-01,1.280223151621243671e+00
2.082517053687217512e+00,1.503172917492217042e+00
1.031083161815451898e+00,1.063170130500920019e+00
1.911898914119753323e+00,2.001412263492956534e+00
1.586017424625084882e+00,1.714050970170490906e+00
1.970453126506724661e+00,1.910600851198952510e+00
6.350997983873603037e-01,1.884221769958784209e+00
1.334813167558524860e+00,1.444840103146165733e+00
1.631694064127757304e+00,1.514193252574874693e+00
-2.167774269988680391e-01,2.278694059994020193e+00
1.768860000702825008e+00,1.438705389566088177e+00
1.063801685484578430e+00,1.613324213450821665e+00
6.078030866206513005e-01,1.653202831820043350e+00
1.134901469610674507e+00,1.323524578818936037e+00
7.884407220755857981e-01,1.160681899672777684e+00
1.803148217479030535e+00,2.167510516414192345e+00
1.501419035445523020e+00,1.477231690746886317e+00
8.110483084107493745e-01,1.858876839570861250e+00
2.055468097297487251e+00,6.927480228591011979e-01
1.837129651084101312e+00,4.171651732598504747e-01
1.079995461825798309e+00,1.692312306067202510e+00
5.675064526645282603e-01,7.415046368996404125e-01
1.342836884732367286e+00,1.938357515474570469e+00
1.012273475280222046e+00,2.171946006374577465e+00
8.600389668499366369e-01,2.377175702134552537e+00
1.310202504402308232e+00,1.617651652903201009e+00
1.557467851251292279e+00,1.660513428343714182e+00
2.172890152501754990e+00,2.603241531704169276e+00
1.523058899706546843e+00,1.417147612608560037e+00
6.619496504729163178e-01,1.122812636772527739e+00
1.254624094505870868e+00,1.449330571467077222e+00
1.228163200692862222e+00,1.502524225514912715e+00
1.497769861060149976e+00,8.246563973970613137e-01
7.372621859956933754e-01,2.060960435257848999e+00
1.669146269577740815e+00,1.232109245507781115e+00
1.897666990297373069e+00,1.161804367640142832e+00
1.124103957938269449e+00,5.872644675318964280e-01
